QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
false,3746,Chinook,DC;DE;MMS,Flyway Farms,05/23/2019,Z_OLD_YOLO_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,18.7,7.6, 513, 7.9, 41.5, 0.17, 2.3, 14.6, , , , , false, PHY3-YF-23MAY2019 38.36172 121.64285  veg comp: unknown grasses 80; SCHSPP 20% open water unrecorded
false,3747,Chinook,DC;DE;MMS,Flyway Farms,05/23/2019,Z_OLD_YOLO_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,19,19.5,8.1, 513, 7.9, 34.3, 0.13, 2.3, 15, , 2, , , false, PHY5-YFF-23MAY2019 38.36163 121.64288  veg comp: unkown grasses 80%; SCHSPP 20%; open water unrecorded  sonde2
true,3751,SeaArk,DC;KR;MMS,Winter Island,04/09/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,99,16,7.1, 206, 7.8, 12.3, 0.11, 0.6, 13.2, 1=absent, 1, Outside, , false, Sample ID: SAV2-WI-09APR2019  Outside  Time: 11:30  Jars: 500ml  Comments - Check with Dave about veg composition %s.
true,3749,SeaArk,DC;KR;MMS,Winter Island,04/09/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,87,16,6.4, 245, 7.6, 11.3, 0.29, 0.7, 15.1, 1=absent, 1, Inside, , false, FAV sample collected into 1 gallon bag collected in addition to 5 sweeps in the roots done in ludwigia roots preserved in 500ml   Jars: 500 ml and 1 gal bag
true,3752,SeaArk,DC;KR;MMS,Winter Island,04/09/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,113,16.3,5.9, 255, 7.5, 10.9, 0.23, 0.5, 15.6, 1=absent, 1, Inside, , false, Sample ID: FAV3-WI-09APR2019  Inside  Time: 1151  Jars: 500ml and 1 gal
true,3754,SeaArk,DC;KR;MMS,Winter Island,04/09/2019,Z_OLD_WINT_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,67,17,6.8, 240, 7.9, 19.8, 0.33, 0.5, 14.1, 1=absent, 1, Outside, , false, Sample ID: SAV5-WI=09APR2019  Outside  Time: 1309  Jars: 500ml  Comments: Issue with veg composition %s
true,3172,Truck,JC;DC;MMS,Ryer Island,08/08/2019,Z_OLD_RYER_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,,, , , , , , , 1=absent, , , , false, Location: Ryer; station unknown; Note: Intended to use previous environmentals
true,3781,Mudsucker,JC;DC;GU;MMS,Miner Slough,06/24/2019,Z_OLD_MINER TULES,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,91,21.2,7.9, 123, 8, 8.8, , 0.3, , 1=absent, , , , false, 
true,3782,Mudsucker,JC;DC;GU;MMS,Miner Slough,06/24/2019,Z_OLD_MINSLO3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,113,20.8,8.2, 123, 7.5, 6.4, , 0.4, , 1=absent, , , , false, 
true,1050,Mudsucker,DE;GU;KR;MMS,Nurse-Denverton,04/08/2019,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,20,17.6,9.1, 969, 8, 52.7, 0.69, 1.8, 23.6, 1=absent, 1, , , false, Dissolved oxygen was NOT calibrated today- oops. Guest = MT = Madison Thomas
false,1051,Mudsucker,DC,Miner Slough,11/08/2018,Z_OLD_MINSLO3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,200,14.7,9.3, 161, 7.8, 2.6, , 0.71, , 1=absent, , , , false, 
true,1052,Mudsucker,DC;GU;KR;MMS,Lookout Slough,02/26/2019,Z_OLD_LOOK_UNK,4=rain,1=wind 1-3 mph; scaley ripples, S, 4=flood,16,9.6,10.2, 293, , 110.3, , , , 1=absent, , , , false, Location and station not listed on scanned datasheet
false,1053,Mudsucker,DC;TM,Miner Slough,04/23/2019,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, N, 4=flood,116,14.5,4.5, 157, 6.3, 3.6, , , , 1=absent, , , , false, 
false,1054,Other,,Chipps Island,01/29/2014,Z_OLD_CHIPPS NORTH,,, , ,,11.2,, , , , , , , , , , , false, 
false,1055,Mudsucker,DC,Miner Slough,12/13/2018,Z_OLD_PROBR,1=0-33% clouds,0=Calm; glassy, , 1=high slack,,9.9,6, 205, 7.5, 2.3, , 0.94, 15.1, 1=absent, , , , false, PC read -0.57 - DSE21OCT2021
true,1056,Mudsucker,,Chipps Island,12/14/2018,Z_OLD_CHIPPS NORTH,3=66-100% clouds,0=Calm; glassy, , 2=ebb,100,11.5,9.5, 12293, 7.7, 11.1, 0.61, 1.6, 10.3, 1=absent, , , , false, EF1218B0259; EF1218B0265 (field duplicate)
false,1057,Other,TM;DC,Chipps Island,05/21/2014,Z_OLD_CHIPPS NORTH,,, , ,,,, , , , , , , , , , , false, 
false,1058,Other,,Chipps Island,08/28/2013,Z_OLD_CHIPPS NORTH,,, , ,,,, , , , , , , , , , , false, 
true,1059,Mudsucker,,Wings Landing,02/22/2019,Z_OLD_BREACH 2 INSIDE,1=0-33% clouds,0=Calm; glassy, , 2=ebb,,11.5,9.1, 1490, 7.8, 65.5, 0.92, 10.6, 40.1, 1=absent, , , , false, 
true,1060,Mudsucker,DC;GU;MMS,z_old_San Joaquin,04/16/2019,Z_OLD_STACYS ISLAND,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,57,15.1,9.2, 145, 7, 19.2, , , , 1=absent, , , , false, Station: Stacy's Exterior
false,1061,Kvichak,RKH,Horseshoe Bend,12/10/2018,Z_OLD_DECKER BS1,5=fog,0=Calm; glassy, , 2=ebb,135,11.3,9.4, 482, 7.7, 19.8, 0, 1.6, 16.7, 1=absent, , , , false, Crew - Mandy Salminen; Rosemary Hartman; Michelle Avila
false,1062,Kvichak,DC,Ryer Island,12/07/2018,Z_OLD_501 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 4=flood,72,11.7,10.5, 11926, 7.5, 11.1, 0, , 0, 1=absent, , , , false, 
true,1063,Mudsucker,MA;DC;GU;MMS,Winter Island,04/15/2019,Z_OLD_WINBR,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,52,14.7,10.3, 158, 7.1, 22.4, , , , 1=absent, , , , false, 
true,1064,Mudsucker,DC,Miner Slough,11/08/2018,Z_OLD_724 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,14.9,9, 155, 7.6, 2.3, , 0.9, 6.213, 1=absent, , , , false, Sample taken in Miner Slough; outside of Prospect. Secchi was 200+. PC:-0.8 fDOM: 6.213  Sechi was 200+
true,1065,Mudsucker,GU;RKH;MMS;SS,Winter Island,05/15/2019,Z_OLD_WINTER 2,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 1=high slack,75,17.9,9, 178, 7.7, 8.5, , 0.5, 6.3, 1=absent, 2, , , false, PC: -0.26  Vegetation: TYPANG 30; POTCRI 10; LUDWIG 10; SCHSPP 30; TYPANG 30  Mysid net 100% out of water 
true,1066,Kvichak,DC;DE;GU;KR,Ryer Island,04/11/2019,Z_OLD_RYERCHANNEL,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,63,15.5,8.2, 408, 7.6, 12.8, , 0.6, 10.3, 1=absent, 2, , , false, EAV was out of water- could not collect samples. Phycocyanin recorded as -0.24.    
true,1067,Kvichak,DC;GU;MMS,Horseshoe Bend,02/27/2019,Z_OLD_HORSEBEND1,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SE, 4=flood,43,9.3,10.1, 191, 7.5, 36, , , , 1=absent, , , , false, Location: Horseshoe Bend; no station listed on scanned datasheet-Check. Previous environmentals used
true,1068,Mudsucker,DC;GU;MMS,Winter Island,02/25/2019,Z_OLD_WINT_UNK,3=66-100% clouds,0=Calm; glassy, S, 4=flood,31,9.2,10.9, 184, 6.6, 48.6, , , , 1=absent, , , , false, Trace amounts of Egeria and Ceratophyllum caught in net.
true,1069,Chinook,DC;MS,z_old_Confluence,12/06/2018,Z_OLD_801 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 4=flood,71,12.4,9.8, 7163, 7.7, 11.4, -0.65, 1.5, 8.875, 1=absent, , , , false, 
false,1070,Chinook,DC;MS,Grizzly Bay,12/06/2018,Z_OLD_GRIZ_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NE, 4=flood,44,10.5,10.9, 16209, 8.1, 23.5, , 8.4, 7.49, 1=absent, , , , false, Station and location changed from Chipps to Grizzly Bay by DSE on 01OCT2020. PC measured as -0.22.
false,1071,Kvichak,DC;DE;GU;KR,Ryer Island,04/11/2019,Z_OLD_RYER 2ND CHANNEL,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,69,14.9,9.3, 230, 7.9, 12.9, , 0.5, 8.2, 1=absent, 2, , , false, All GPS coming from lowerance gps today!  PC read -0.25 but probably wrong; so only in comments    Samples not entered to database: PHY2-RI;   Sonde #: 2    
false,1072,Mudsucker,DE;GU;KR;MMS,Nurse-Denverton,04/08/2019,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,26,18.6,8.7, 1003, 7.9, 75.6, 0.56, 1.5, 22.5, 1=absent, 1, , , false, Dissolved oxygen was NOT calibrated today- oops.; Guest= MT
true,1073,Mudsucker,DE;GU;KR;MMS,Lookout Slough,04/03/2019,Z_OLD_LOOKOUTSOUTHPOND,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, , 5=NA,,17.5,3.7, 653, 7.6, 3.6, 0.22, 1.2, 42.8, 1=absent, , , , false, Guest: BA = Bayan Amhed; PC is negative
false,1074,Kvichak,DC,z_old_Confluence,12/06/2018,Z_OLD_801 FRP,1=0-33% clouds,0=Calm; glassy, , 4=flood,73,12.2,9.8, 4784, 7.8, 12.9, 0, , 0, 1=absent, , , , false, 
true,1075,Kvichak,DC;GU;MMS,z_old_San Joaquin,02/27/2019,Z_OLD_SAN JOAQUIN UNK,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SE, 4=flood,39,9.6,10.7, 172, 7.4, 23.5, , , , 1=absent, , , , false, Location: San Joaquin River; station not listed
true,1076,Other,DC,z_old_San Joaquin,09/17/2018,Z_OLD_STACYS ISLAND,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,85,20.7,8.3, 483, 7.6, 7, , 2.9, , 3=medium, , , , false, Towed in 80m and out 80 m. Lasted 1.5 minutes.
false,1077,Kvichak,DC;ARF,z_old_Cache Slough,09/11/2015,Z_OLD_CA3,1=0-33% clouds,0=Calm; glassy, W, 4=flood,,23.5,9.8, 127, 8.2, 2.5, , , , 2=low, , , , false, Chase boat was a boston whaler operated by Kathleen Berridge of UCD. CA3 is a UC Davis North Delta Arc station. ~12;000 rpm trawling speed
false,1078,Kvichak,DC;ARF,z_old_Cache Slough,03/24/2016,Z_OLD_CA3,1=0-33% clouds,0=Calm; glassy, W, 4=flood,,24.1,9.2, 236, 8.3, 2.1, , , , 2=low, , , , false, ~11;000 rpm trawling speed
false,1079,Kvichak,DC;ARF,z_old_Cache Slough,09/11/2015,Z_OLD_CA3,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 1=high slack,,24.2,11, 232, 8.6, 3.9, , , , 2=low, , , , false, ~11000 rpm trawling speed
false,1080,Chinook,JM;MS;SS;RKH;DC,Liberty Island,07/23/2015,LI005W,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,74,21.3,, 177, 6.9, 12.3, , , , 3=medium, , , , false, Drove through site before sampling. DO meter not working. LI005W is a USFWS DJFMP Liberty Island beach seine station.
false,1081,Chinook,JM;MS;SS;RKH;DC,Liberty Island,07/23/2015,LI001W,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 4=flood,86,22.1,, 209, 8.1, 7, , , , 3=medium, , , , false, DO not working
false,1082,Chinook,JM;MS;SS;RKH;DC,Liberty Island,07/23/2015,LI001W,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,41,19.6,, 242, 9.3, 16.5, , , , 2=low, , , , false, 
false,1083,Chinook,DC;ARF;JM,Lindsey Slough,10/01/2015,Z_OLD_BARKER RIP RAP,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,168,18.2,7.3, 314, 7.6, 3.5, , , , 1=absent, , , , false, 
false,1084,Chinook,DC;ARF;JM,Lindsey Slough,10/01/2015,Z_OLD_CC1,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,,18.4,6.3, 327, 7.5, 1.7, , , , 1=absent, , , , false, Cast nets were done upstream of fyke net; where the first one was ~10m upstream of fyke net mouth and all subsequent casts were ~15-20m spaced downstream from one another.
false,1085,Chinook,DC;ARF;JM,Lindsey Slough,10/01/2015,Z_OLD_CC1,3=66-100% clouds,0=Calm; glassy, W, 1=high slack,200,18.9,6.25, 323, 7.3, 2, , , , 1=absent, , , , false, Temp; SC; Turb; and and DO are the average between the net set and pull environmental readings
false,1086,Chinook,RKH;SS;DC;MS;JM,Liberty Island,07/23/2015,Z_OLD_SUBSTRATES1,1=0-33% clouds,0=Calm; glassy, W, 4=flood,41,19.4,, 265, 8, 19.4, , , , 3=medium, , , , false, DO meter not working; samples in the tules.
false,1087,Chinook,RKH;SS;DC;MS;JM,Liberty Island,07/23/2015,Z_OLD_SUBSTRATES2,1=0-33% clouds,0=Calm; glassy, W, 4=flood,41,19.6,, 242, 9, 16.5, , , , 3=medium, , , , false, Samples in the tules; about 100m from station #2. DO is broken
false,1088,Chinook,RKH;JM;DC,Liberty Island,08/13/2015,Z_OLD_SHAG SAV/FAV,1=0-33% clouds,0=Calm; glassy, SW, 3=low slack,79,22.2,9, 218, 8, 8.3, , , , 3=medium, , , , false, Site is in Shag Slough. First trial of Marklund sampler; FAV sampling; and SAV sweep nets!
false,1089,Chinook,RKH;JM;DC,Liberty Island,08/13/2015,Z_OLD_LIBERTY RIP RAP,1=0-33% clouds,0=Calm; glassy, SW, 4=flood,45,23.7,11, 223, 9, 10.2, , , , 2=low, , , , false, Throw traps didnt work all that well. May work better on mud flats or areas with softer bottoms.
false,1090,Chinook,RKH;JM;DC;ARF,Liberty Island,08/17/2015,Z_OLD_SUBSTRATES1,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,61,25.6,6, 30, 9, 6.3, , , , 2=low, , , , false, SC seems low; should check calibration. Turbidity also seems too low.  Had difficulty seperating the samplers when in the water; so each set of samplers also has an "extra bugs" sample of organisms in the bottom of the bucket. They may have come from an
false,1091,Chinook,RKH;JM;DC;ARF,Liberty Island,08/17/2015,Z_OLD_SUBSTRATES2,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,61,25.6,6, 30, 9, 6.3, , , , 2=low, , , , false, Had difficulty seperating the samplers when in the water; so each set of samplers also has an "extra bugs" sample of organisms in the bottom of the bucket. They may have come from any of the three devices.
false,1092,Airboat,RKH;JM;ARF,Liberty Island,09/03/2015,Z_OLD_FALLOUTS1,1=0-33% clouds,0=Calm; glassy, S, 4=flood,,18.6,7, 255, , , , , , 2=low, , , , false, Fallout traps collected four hours later; at 12:15 PM. We didnt have the GPS; so we thought we were at the first set of artificial substrates; but were actually 500m south. PH was recorded wrong; and secci and turbidity were not recorded.
false,1093,Airboat,RKH;JM;ARF,Liberty Island,09/03/2015,Z_OLD_FALLOUTS2,1=0-33% clouds,0=Calm; glassy, S, 4=flood,,18.4,8, 234, , , , , , 2=low, , , , false, Fallout traps collected four hours later at 12:15 PM/ We thought we were at the second set of artificial substrates; but were actually 500m south. Ph was recorded wrong; and secci and turbidity were not recorded.
false,1454,Chinook,JM;DC;RK;SL,z_old_San Joaquin,04/25/2017,Z_OLD_HEADREACH,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,,,, , , , , , , 1=absent, , , , false, Crew = Jared Mauldin; Dave Contreras; Ryan Kok; Sunny Lee
false,1455,Chinook,JM;DC;RK;SL,z_old_San Joaquin,04/25/2017,Z_OLD_HEADREACH,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, ,,,, , , , , , , 1=absent, , , , false, 
false,1456,Chinook,JM;DC;RK;KG,Winter Island,04/27/2017,Z_OLD_WINTER 1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,45,,, , , 25.3, , , , 1=absent, , , , false, Crew = Jared Mauldin; Dave Contreras; Ryan Kok; Kyle Griffiths. Fyke net was set for a short time to see how to set up the fyke net up and electrofish in Winters Island.
false,1457,Chinook,JM;DC;RK;KG,Winter Island,04/27/2017,Z_OLD_WINTER 1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, ,37,15.5,10.7, 124, 8, 30.1, , , , 1=absent, , , , false, 
false,1458,Chinook,JM;DC;RK;SL,Winter Island,05/03/2017,Z_OLD_WINTER 1,1=0-33% clouds,0=Calm; glassy, W, 1=high slack,92,17.5,10.2, 118, 7.2, 10.2, , , , 1=absent, , , , false, 
false,1459,Chinook,JM;DC;SL;RK,Winter Island,05/03/2017,Z_OLD_WINTER 1,1=0-33% clouds,, , 2=ebb,44,22.8,8, 204, 6.8, 21.6, , , , 1=absent, , , , false, Used environmental data from the fyke net pull.
false,1460,Other,DC;RK;SL,Grizzly Bay,05/04/2017,Z_OLD_602FRP,1=0-33% clouds,, W, 1=high slack,,25.4,7.6, 342, 8.2, 44.5, , , , 1=absent, , , , false, Crew: Dave Contreras; Ryan Kok; Sunny Lee
false,1461,Other,DC;RK;SL,Tule Red,05/04/2017,Z_OLD_TR7,1=0-33% clouds,0=Calm; glassy, W, ,,24.7,2.8, 9046, 7.4, 63.9, , , , 1=absent, , , , false, 
false,1462,Other,DC;SL;RK,Tule Red,05/04/2017,Z_OLD_TR4,1=0-33% clouds,0=Calm; glassy, S, ,,26.2,1.3, 1933, 7.4, 36.1, , , , 1=absent, , , , false, Channel depth exceeds beach seine height.
false,1463,Other,DC;SL;RK,Tule Red,05/04/2017,Z_OLD_TR3,,0=Calm; glassy, NW, ,,28.3,15.3, 8894, 8.9, 40.9, , , , 1=absent, , , , false, 
false,1464,Other,DC;RK;SL,Tule Red,05/04/2017,Z_OLD_TR7,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,28.7,10, 2157, 8.4, 30.7, , , , 1=absent, , , , false, 
false,1465,Kvichak,RKH;RK;MS,Horseshoe Bend,05/08/2017,Z_OLD_705 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,79,17.3,11.3, 118, 6.9, 9, , , , 1=absent, , , , false, Mixup with 20mm; they sampled this station two hours later; ~930.
false,1466,Kvichak,RKH;MS;RK,Horseshoe Bend,05/08/2017,Z_OLD_706 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,86,17.3,12.3, 117, 6.9, 11.3, , , , 1=absent, , , , false, Mixup with 20mm survey. They sampled this station at 8:30ish.
false,1467,Kvichak,RKH;RK;MS,z_old_Confluence,05/08/2017,Z_OLD_703 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,75,17.8,11.2, 124, 7, 12.7, , , , 1=absent, , , , false, Mixup with 20mm survey; they sampled this station at ~6:45
false,1468,Kvichak,RKH;RK;MS,z_old_Confluence,05/08/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,63,18.2,11.2, 122, 7.3, 16.7, , , , 1=absent, , , , false, 20mm sampled ~30min later
false,1469,Kvichak,RKH;RK;MS,Browns Island,05/08/2017,Z_OLD_BROWNS CHANNEL,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,70,18.6,8.5, 408, 7.1, 12.3, , , , 1=absent, , , , false, Zooplankton net fell off the sled; had to re-tow.
false,1470,Kvichak,RKH;SL;JM,Nurse-Denverton,05/09/2017,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,30,19.3,7.5, 1105, 7.3, 49.8, , , , 1=absent, , , , false, 
false,1471,Kvichak,RKH;SL;JM,Grizzly Bay,05/09/2017,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,29,18.8,12.8, 144, 7.5, 51.2, , , , 1=absent, , , , false, 
false,1472,Kvichak,DC;SL;JM,Lindsey Slough,05/11/2017,Z_OLD_LINBR,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,80,18,6.9, 424, 7, 8.6, , , , 1=absent, , , , false, Samples were labeled "10MAY2017" but actually taken on the 11th.
false,1473,Kvichak,DC;JM;SL,Miner Slough,05/11/2017,Z_OLD_PROBR,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,79,17.3,6.3, 108, 6.2, 8.7, , , , 1=absent, , , , false, Sampled concurrently with 20mm station 724 Samples were labeled "10may2017"; but actually collected on May 11th.
false,1474,Kvichak,DC;JM;SL,Miner Slough,05/11/2017,Z_OLD_726 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,37,18.6,7.7, 115, 7.4, 16.6, , , , 1=absent, , , , false, Sampled concurrently with 20mm station 726 Zoop flowmeter not working Samples were labeled "10MAY2017"; but actually collected on May 11.
false,1475,Mudsucker,RKH;MS;KG,Grizzly Bay,05/19/2017,Z_OLD_602FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 4=flood,30,19.2,8.8, 136, 7.1, 56.1, , , , 1=absent, , , , false, Water was too rough for neuston tows. Sampled right outside Tule Red; near clubhouse.
false,1476,Mudsucker,RKH;KG;MS,z_old_Suisun,05/19/2017,Z_OLD_RYER4,1=0-33% clouds,0=Calm; glassy, SW, 4=flood,75,17.2,9.1, 119, 7.3, 15.4, , , , 1=absent, , , , false, Stukenia wrapped around boat prop and the thing overheated. Had to head home early.
false,1477,Kvichak,RKH;JM;SL,Horseshoe Bend,06/05/2017,Z_OLD_705 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,95,19.1,8.7, 106, 6.3, 8, , , , 1=absent, , , , false, IEP had boat problems; they sampled 30minutes later. Also took water quality with a YSI 6600: pH = 7.2; Chl-a = 1.6 ug/L; DO = 9.08; SC = 155 uS/cm; Turbidity (not calibrated) = 14.6 NTU
false,1478,Kvichak,RKH;JM;SL,Horseshoe Bend,06/05/2017,Z_OLD_706 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,102,19.1,8.9, 107, 6.9, 9.2, , , , 1=absent, , , , false, 20mm was having boat problems; sampled 1 hour later. Also collected water quality with a YSI 6600: pH = 7.3; Turbidity = 14.2 NTU; Chl-a = 2.0 ug/mL; temp = 19.07 C; DO = 9.6 mg/L; SC = 155 uS/cm
false,1479,Kvichak,RKH;JM;SL,z_old_Confluence,06/05/2017,Z_OLD_703 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,62,19.5,8.9, 116, 7.3, 17.2, , , , 1=absent, , , , false, 20mm was having boat problems; they sampled one hour later Also collected water quality data with a YSI 6600: pH = 7.8; turbidity = 19.5; chl-a=2.3 ug/L; temp = 19.5 C; DO = 9.22 mg/L; SC = 171 uS/cm
false,1480,Kvichak,RKH;SL;JM,z_old_Confluence,06/05/2017,Z_OLD_801 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,51,19.6,6.6, 152, 7.4, 20.8, , , , 1=absent, , , , false, 20mm was having boat issues; sampled 2 hours later Also took water quality data with a YSI  6600: pH = 7.46; Turbidity = 19.5; Chla = 4.1; temp = 19.9; DO = 8.76; SC = 216 uS/cm
false,1481,Kvichak,RKH;SL;JM,Browns Island,06/05/2017,Z_OLD_BROWNS CHANNEL,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,49,20.1,7, 324, 7.3, 16.2, , , , 1=absent, , , , false, Also collected water quality data with a YSI 6600: Temp = 20.1 C; SC = 470 uS/cm; Turbidity = 20.6 NTU; pH = 7.03; Chla = 4.1 ug/L; DO = 7.6
false,1482,Kvichak,RKH;RK;MS,Nurse-Denverton,06/06/2017,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,20,20.3,6.4, 1023, 7, 171, , , , 1=absent, , , , false, Also sampled water quality using a YSI 6600: Temp = 20.34 C; pH = 7.07; Turbidity = 130 NTU; Chl-a = 12.3 ug/L; SC = 1515 uS/cm; DO = 6.6
false,1483,Kvichak,RKH;RK;MS,Grizzly Bay,06/06/2017,Z_OLD_602FRP,1=0-33% clouds,3= wind 8-12 mph; large wavelets, SW, 4=flood,18,19.1,9.5, 205, 8, 117.5, , , , 1=absent, , , , false, Also collected water quality with a YSI 6600: pH = 7.69; DO=9.57; SC= 353; Turbidity = 96.2; Temp = 19.2; Chla = 7.8 Large waves made sampling difficult
false,1484,Mudsucker,MS;SL,Decker Island,06/07/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,3= wind 8-12 mph; large wavelets, SW, 2=ebb,,18.6,5, 102, 6.7, 15.9, , , , 1=absent, , , , false, Also took water quality with a YSI 6600: pH = 7.00; Chl-a = 4.6 ug/L; turbidity = 103.8; SC = 150; DO= 7.39. Temp = 18.26  Boat may have been kicking up turbidity.
false,1485,Mudsucker,RKH;MS;SL,Decker Island,06/07/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,,18.2,5.9, 101, 6.5, 11.8, , , , 1=absent, , , , false, Too much ludwiggia to sample right at breach Also lots of filimentous algae Took water quality with YSI 6600 pH=7.43; Turbidity = 38.0; chl-a = 5.1; SC = 149; DO=6.44; temp = 18.21  Mysid and newston tows were non-quantitative; too  much vegetation for a propper trawl.
false,1486,Mudsucker,RKH;MS;SL,Decker Island,06/07/2017,Z_OLD_DECKER BREACH,2=33-66% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,,19.2,9.1, 99, 6.8, 12.9, , , , 1=absent, , , , false, Also took water quality with YSI 6600: Do=9.05; SC=147; Temp = 19.13; Turbidity = 16.7; pH = 7.08; Chl-a = 2.5
false,1487,Kvichak,DC;JM;KG,Lindsey Slough,06/07/2017,Z_OLD_LINBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,47,18.7,5.4, 299, 7.5, 16.9, , , , 1=absent, , , , false, Sampled concurrently with 20mm station 720
false,1488,Kvichak,RKH;DC;KG,Miner Slough,06/07/2017,Z_OLD_PROBR,3=66-100% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,90,18.6,4.3, 85, 7.4, 10.1, , , , 1=absent, , , , false, Sampled concurrently with 20mm station 724
false,1489,Kvichak,JM;DC;KG,Miner Slough,06/07/2017,Z_OLD_726 FRP,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,80,19.9,8.5, 91, 8, 7.7, , , , 1=absent, , , , false, Sampled concurrently with 20mm station 726
